unidade;mes;ano;grau;escore;predicao_obito;saidas_rn;obitos_ocorridos;obitos_esperados
HRJP;Mar̤o;2024;II;6 a 10;55,9;1;0;0,56
HRJP;Mar̤o;2024;III;11 a 5 ;73,1;1;1;0,73
HRJP;Mar̤o;2024;IV;> 15;100,0;1;1;1,0
HRJP;Abril;2024;I;0 a 5;9,3;2;0;0,19
HRJP;Abril;2024;II;6 a 10;55,9;2;0;1,12
HRJP;Abril;2024;III;11 a 5 ;73,1;0;0;0,0
HRJP;Abril;2024;IV;> 15;100,0;0;0;0,0
HRJP;Maio;2024;I;0 a 5;9,3;3;0;0,28
HRJP;Maio;2024;II;6 a 10;55,9;3;0;1,68
HRJP;Maio;2024;III;11 a 5 ;73,1;1;1;0,73
HRJP;Maio;2024;IV;> 15;100,0;0;0;0,0
HRJP;Junho;2024;I;0 a 5;9,3;2;0;0,19
HRJP;Junho;2024;II;6 a 10;55,9;4;1;2,24
HRJP;Junho;2024;III;11 a 5 ;73,1;1;0;0,73
HRJP;Junho;2024;IV;> 15;100,0;0;0;0,0
HRJP;Julho;2024;I;0 a 5;9,3;1;0;0,09
HRJP;Julho;2024;II;6 a 10;55,9;2;0;1,12
HRJP;Julho;2024;III;11 a 5 ;73,1;1;0;0,73
HRJP;Julho;2024;IV;> 15;100,0;0;0;0,0
HRJP;Agosto;2024;I;0 a 5;9,3;1;0;0,09
HRJP;Agosto;2024;II;6 a 10;55,9;2;1;1,12
HRJP;Agosto;2024;III;11 a 5 ;73,1;2;1;1,46
HRJP;Agosto;2024;IV;> 15;100,0;0;0;0,0
HRJP;Setembro;2024;I;0 a 5;9,3;2;1;0,19
HRJP;Setembro;2024;II;6 a 10;55,9;3;0;1,68
HRJP;Setembro;2024;III;11 a 5 ;73,1;0;0;0,0
HRJP;Setembro;2024;IV;> 15;100,0;0;0;0,0
HRJP;Outubro;2024;I;0 a 5;9,3;3;1;0,28
HRJP;Outubro;2024;II;6 a 10;55,9;3;0;1,68
HRJP;Outubro;2024;III;11 a 5 ;73,1;1;1;0,73
HRJP;Outubro;2024;IV;> 15;100,0;0;0;0,0
HRJP;Novembro;2024;I;0 a 5;9,3;0;0;0,0
HRJP;Novembro;2024;II;6 a 10;55,9;0;0;0,0
HRJP;Novembro;2024;III;11 a 5 ;73,1;0;0;0,0
HRJP;Novembro;2024;IV;> 15;100,0;0;0;0,0
HRJP;Dezembro;2024;I;0 a 5;9,3;3;0;0,28
HRJP;Dezembro;2024;II;6 a 10;55,9;0;0;0,0
HRJP;Dezembro;2024;III;11 a 5 ;73,1;0;0;0,0
HRJP;Dezembro;2024;IV;> 15;100,0;0;0;0,0
MOV;Janeiro;2024;I;0 a 5;9,3;0;0;0,0
MOV;Janeiro;2024;II;6 a 10;55,9;5;0;2,8
MOV;Janeiro;2024;III;11 a 15 ;73,1;1;0;0,73
MOV;Janeiro;2024;IV;> 15;100,0;0;0;0,0
MOV;Fevereiro;2024;I;0 a 5;9,3;1;0;0,09
MOV;Fevereiro;2024;II;6 a 10;55,9;9;1;5,03
MOV;Fevereiro;2024;III;11 a 15 ;73,1;2;0;1,46
MOV;Fevereiro;2024;IV;> 15;100,0;1;1;1,0
MOV;Mar̤o;2024;I;0 a 5;9,3;1;0;0,09
MOV;Mar̤o;2024;II;6 a 10;55,9;4;0;2,24
MOV;Mar̤o;2024;III;11 a 15 ;73,1;0;0;0,0
MOV;Mar̤o;2024;IV;> 15;100,0;1;1;1,0
MOV;Abril;2024;I;0 a 5;9,3;2;0;0,19
MOV;Abril;2024;II;6 a 10;55,9;4;0;2,24
MOV;Abril;2024;III;11 a 15 ;73,1;2;0;1,46
MOV;Abril;2024;IV;> 15;100,0;2;2;2,0
MOV;Maio;2024;I;0 a 5;9,3;2;0;0,19
MOV;Maio;2024;II;6 a 10;55,9;5;0;2,8
MOV;Maio;2024;III;11 a 15 ;73,1;2;1;1,46
MOV;Maio;2024;IV;> 15;100,0;0;0;0,0
MOV;Junho;2024;I;0 a 5;9,3;0;0;0,0
MOV;Junho;2024;II;6 a 10;55,9;1;0;0,56
MOV;Junho;2024;III;11 a 15 ;73,1;2;1;1,46
MOV;Junho;2024;IV;> 15;100,0;0;0;0,0
MOV;Julho;2024;I;0 a 5;9,3;0;0;0,0
MOV;Julho;2024;II;6 a 10;55,9;2;0;1,12
MOV;Julho;2024;III;11 a 15 ;73,1;0;0;0,0
MOV;Julho;2024;IV;> 15;100,0;0;0;0,0
MOV;Agosto;2024;I;0 a 5;9,3;0;0;0,0
MOV;Agosto;2024;II;6 a 10;55,9;3;0;1,68
MOV;Agosto;2024;III;11 a 15 ;73,1;1;0;0,73
MOV;Agosto;2024;IV;> 15;100,0;0;0;0,0
MOV;Setembro;2024;I;0 a 5;9,3;0;0;0,0
MOV;Setembro;2024;II;6 a 10;55,9;1;0;0,56
MOV;Setembro;2024;III;11 a 15 ;73,1;4;2;2,92
MOV;Setembro;2024;IV;> 15;100,0;0;0;0,0
MOV;Outubro;2024;I;0 a 5;9,3;1;0;0,09
MOV;Outubro;2024;II;6 a 10;55,9;3;1;1,68
MOV;Outubro;2024;III;11 a 15 ;73,1;4;3;2,92
MOV;Outubro;2024;IV;> 15;100,0;0;0;0,0
MOV;Novembro;2024;I;0 a 5;9,3;2;0;0,19
MOV;Novembro;2024;II;6 a 10;55,9;5;1;2,8
MOV;Novembro;2024;III;11 a 15 ;73,1;0;0;0,0
MOV;Novembro;2024;IV;> 15;100,0;1;1;1,0
MOV;Dezembro;2024;I;0 a 5;9,3;1;0;0,09
MOV;Dezembro;2024;II;6 a 10;55,9;2;0;1,12
MOV;Dezembro;2024;III;11 a 15 ;73,1;2;0;1,46
MOV;Dezembro;2024;IV;> 15;100,0;0;0;0,0
